person,imagenum,Male,Asian,White,Black,Baby,Child,Youth,Middle Aged,Senior,Black Hair,Blond Hair,Brown Hair,Bald,No Eyewear,Eyeglasses,Sunglasses,Mustache,Smiling,Frowning,Chubby,Blurry,Harsh Lighting,Flash,Soft Lighting,Outdoor,Curly Hair,Wavy Hair,Straight Hair,Receding Hairline,Bangs,Sideburns,Fully Visible Forehead,Partially Visible Forehead,Obstructed Forehead,Bushy Eyebrows,Arched Eyebrows,Narrow Eyes,Eyes Open,Big Nose,Pointy Nose,Big Lips,Mouth Closed,Mouth Slightly Open,Mouth Wide Open,Teeth Not Visible,No Beard,Goatee,Round Jaw,Double Chin,Wearing Hat,Oval Face,Square Face,Round Face,Color Photo,Posed Photo,Attractive Man,Attractive Woman,Indian,Gray Hair,Bags Under Eyes,Heavy Makeup,Rosy Cheeks,Shiny Skin,Pale Skin,5 o' Clock Shadow,Strong Nose-Mouth Lines,Wearing Lipstick,Flushed Face,High Cheekbones,Brown Eyes,Wearing Earrings,Wearing Necktie,Wearing Necklace
George W Bush,63,1.431898457,-1.459235568,0.851994512,-1.341045194,-0.853923436,-0.506970732,-1.653460871,-0.717820332,-0.336266028,-0.48852813,-0.728946162,-1.858780441,-0.201230107,1.786625821,-1.068627416,-2.042361744,-0.686697696,-1.607291095,1.875479795,0.014122411,-1.568078922,-1.371921396,-0.761260076,0.70505726,-0.023085943,0.750155383,-0.616061928,-0.483100276,0.543966074,-0.952979751,-0.180394061,1.310451857,-1.451769958,-0.876156739,0.505202168,-1.817804204,1.965403965,-0.270829645,-0.227275779,0.721838363,-0.17058863,-1.717460541,-0.175244139,0.809762357,0.746014502,0.389499706,-0.585676384,0.247129209,0.409783039,-0.913656158,0.189664198,-0.526226484,-0.157354578,3.722243201,-1.506988558,-1.213299239,-1.19821853,-1.474424547,-0.119085936,-0.17443888,-1.158014189,-1.098113596,-0.618457344,0.361020972,0.279624803,-1.005464505,-2.364038195,-2.028021167,-0.940365867,-0.202202996,-0.945510614,0.00681036,-1.113260268
George W Bush,64,1.474501423,-1.651224664,2.0820228,-2.350938907,-1.480881232,-0.793469781,-1.740852045,-0.353022275,-0.376661027,-1.162400632,-0.97564384,0.076744279,-0.646089505,1.292352648,-0.82506468,-1.670912922,-0.83196351,-1.166049518,1.218852388,-1.510195204,-2.352707701,-1.488457204,-0.427758963,0.50521008,-0.199861106,0.664675519,0.270832224,-1.200513488,0.975171976,-1.631144893,0.188669111,0.978621441,-1.098462818,-0.963334816,0.002322119,-1.646348429,-0.299281377,1.336159799,-0.274987204,0.630401187,-1.42411541,-0.894652026,0.133317603,-0.413384185,0.653961666,0.400878212,-0.580823531,-0.120560635,-0.185370821,-0.634950028,-0.14328505,-0.078522981,-1.078901475,3.310412158,0.17153092,-0.439921339,-0.84494037,-1.842867284,0.203529966,-0.35128771,-1.297098782,-0.190299302,-0.723954093,1.245125902,0.036205768,-0.798787965,-1.676515071,0.016562728,-1.242471299,-1.716736488,-0.916934659,0.241021067,-0.814018518
George W Bush,65,1.518799357,-2.09357672,1.643792887,-1.749783768,-2.198843981,-1.000531175,-1.054924821,-0.207815451,-0.012521193,-1.546135942,-0.661938193,-2.091248958,-0.707883666,1.047255451,-0.556746613,-1.661049339,-1.014672754,1.027933298,-1.256769413,0.547160021,-1.210506812,0.00961715,-1.641089957,0.627824044,1.408168047,0.385982919,-0.278612274,-0.336917128,0.63947932,-0.484186677,0.074737511,0.900302493,-0.609274654,-0.656919107,0.331118657,-1.946176066,1.668785574,0.119118988,0.979386024,-0.502857341,-1.084491304,-0.897508425,0.27175811,-0.636945545,-0.740347046,0.517791864,-0.462097583,0.222233569,-0.04095648,-1.106146629,-0.764377218,0.003297738,-1.186304304,3.675766725,-0.485011082,0.309837477,-1.167837065,-1.349035545,0.14110575,1.098402101,-1.974189848,-2.977553796,-0.66929656,-1.404148715,-0.213224466,1.368047955,-1.667352041,-0.735957739,1.316562086,1.059326307,-1.032804503,0.091463725,-0.486397544
George W Bush,66,1.809077015,-1.088159159,1.406143604,-1.409608276,-1.89085175,-1.348197335,-1.325248845,-0.172477007,-0.167624436,-1.050688147,-1.320434666,-2.884908989,-0.568331117,1.287014801,-0.293704885,-1.624840991,-0.592036786,-0.268580865,0.204687612,-0.062128906,-1.495752017,-0.807552297,-1.486298479,0.692294154,0.845782645,0.717390835,-0.13491051,-1.425250559,1.772705706,-0.896472474,-0.166424584,1.057390383,-0.742929507,-0.808110454,-0.411896149,-1.999226275,2.171749837,0.83056887,0.677274698,-0.080557194,0.15256357,-0.640243918,-0.295774759,0.261381096,0.105027151,-0.453546802,-0.271142223,0.07696941,-0.036847739,-0.431121231,-0.708974266,-0.039566939,-0.302607139,3.077750051,-0.531139824,-0.677733789,-0.949146575,-2.153065288,0.384304884,0.754359544,-0.883989121,0.960917448,-0.722733178,0.932791778,-0.026424616,0.844749547,-1.500331117,0.697118813,0.162218639,-0.881060666,-0.975608183,0.611580308,-1.326068634
George W Bush,67,1.631822254,-2.282610727,1.835977352,-2.20205332,-1.757153088,-0.835618691,-1.640651641,-0.553489623,-0.331111602,-1.376826768,-1.011019136,0.234390416,-1.454668057,0.613858627,-0.11101091,-1.54392506,-0.689310673,-1.116364906,1.054728451,-1.305800904,-2.232820257,-1.285302323,-0.208838995,0.497556851,-0.037648171,0.654318875,0.085339266,-1.073185448,1.4982207,-1.776589296,-0.083986745,1.439843117,-1.017632923,-0.939572138,-0.499119416,-1.280518179,0.66722824,1.450265994,0.118252621,0.599794953,-1.442762299,0.924010649,-0.325448355,-1.438352589,0.612029886,0.074329275,-0.066818617,-0.206114682,0.121590872,-1.30713264,0.340257569,-0.048349514,-1.143699671,3.618138049,0.2944176,0.266611666,-0.322046879,-1.725477435,0.067535703,-0.126793244,-1.23157084,-0.71167536,-0.183868913,0.887988512,0.43763689,-0.839463004,-1.494668656,0.149279746,-1.068817891,-1.265791985,-1.058213119,0.325440606,-1.296754292
George W Bush,68,1.375677656,-0.833022238,1.167551283,-2.095702848,-0.854652777,-0.848605289,-1.354313807,-0.465783207,-0.151753422,-0.748779685,-1.196516765,-0.651081146,-0.840347315,1.401909401,-0.776416793,-1.116648531,-0.58818999,-0.674980498,0.579822544,-1.378265669,-1.810294184,0.691106972,-0.374645648,-1.027562752,0.278253432,0.776876101,0.47839907,-0.874627862,0.944327802,-0.957357498,-0.126846094,0.592693134,-0.860958952,-0.843249214,0.132106039,-1.579093418,0.961930926,0.894594794,0.498747791,0.350584182,-0.704202095,1.079182018,-0.523662666,-1.59166988,1.207104043,0.776856692,-0.573984785,0.074753157,0.007096079,-1.154163192,-0.126871964,-0.269281018,-0.74425928,1.682965192,0.754370738,0.107035126,-0.299558303,-1.792568034,0.394969181,0.419291913,-1.285246896,-3.108890114,-0.907025013,2.051087384,0.474854611,-0.588898048,-1.289704774,-3.199420981,-0.673824258,-1.048208021,-1.099945651,1.04531244,-0.940179261
George W Bush,69,1.054843571,-1.432725791,1.026593342,-1.82040164,-0.627760983,-0.939282133,-1.239313214,-0.634692376,-0.271248164,-1.055915689,-0.810501358,0.37809479,-0.345687355,1.256727659,-0.827577568,-1.64815203,-1.002097248,-1.349494649,1.462268651,0.898879183,-1.398225205,-0.687122016,-0.818887945,-0.156574632,-0.075103703,0.723366575,0.134332386,-0.793818127,0.170291139,-2.087915204,-0.368038972,1.402164458,-1.63687002,-1.399093571,0.642159274,-1.566937357,1.371412193,0.817216663,0.533807077,0.351885362,-0.073025305,-1.335298608,-0.272953692,0.396814482,0.59233176,0.808113165,-0.73810841,0.159802444,0.825984774,-0.964398016,-0.179300652,-0.282836726,-0.564077479,4.844171117,-1.231780466,-0.998571196,-1.000693952,-1.351957348,0.214186083,-0.087329498,-1.149415455,0.667178697,-0.010120033,0.433969008,-0.515095196,-1.136491103,-1.485202614,-0.099357574,-0.381710703,-0.64043882,-1.010496748,0.722911621,-0.680719461
George W Bush,70,1.48961088,-1.330523312,1.575612431,-2.663258374,-1.317902987,-0.904260731,-1.36227064,-0.315445033,-0.575212999,-1.970285292,-0.692072873,-1.320726555,-1.041085494,1.422254753,-0.89312696,-1.957966979,-0.325570156,-1.592638167,1.84004683,-0.123755677,-0.056149849,-1.562125119,-0.136551551,1.159092861,-1.243549331,0.784368914,0.062777297,-1.060402211,0.397942723,-0.78942907,0.550507403,1.127383787,-0.703921924,-0.061072338,0.721135205,-2.835663802,-0.438025914,1.303947073,-0.663982883,0.984619251,-0.662117964,-1.006269652,-0.554693421,-0.37770792,0.966978882,-0.105166816,-0.153346891,0.231477045,0.528349453,-0.147471435,-0.198727329,-0.25108873,-0.644762755,2.748724578,-0.689932587,-0.547909549,-1.543377408,-1.654351236,-0.698138951,-0.899253568,-1.098080091,-0.224119324,-1.103273809,1.119111973,0.714172536,-0.947577933,-2.228199828,-0.528213476,-1.323100398,-1.137252739,-0.913892221,0.090170771,-1.20081379
George W Bush,71,1.584680056,-1.005377738,1.68568027,-1.705150116,-1.205989263,-0.904877983,-1.675492206,-0.318214805,-0.085935081,-1.908292153,-0.863838874,-1.711384581,-0.22357475,0.475137538,-0.974964301,-1.172784532,-0.840147235,-1.740791976,1.827969925,1.176977458,0.147334827,-0.806405516,-1.35047867,-0.069129885,0.629516445,0.245474945,0.387216293,-0.656526254,1.700731456,-1.043400317,0.035935526,0.399031289,-0.66793593,-0.333481525,-0.768831398,-0.409208289,1.215619209,1.049926493,-0.285381617,0.471002719,-0.382933712,0.150651273,-0.439084474,-0.341395147,1.319042147,0.176430891,-0.494024618,0.010289358,0.381595136,0.280732139,-0.588109671,-0.107067413,-0.337444455,7.42164259,-0.401333692,-0.755409878,-0.672783812,-2.080992499,-0.489979448,-0.014283904,-0.996431163,0.714124238,-1.50019131,-1.697109212,0.121739376,-0.321849121,-1.272505276,1.163145859,-1.379898929,-0.413107548,-0.839006268,-0.347557192,-1.435359573
George W Bush,72,1.438716278,-0.530821075,1.051155123,-2.239188223,-1.652568672,0.614559375,-1.038468294,-0.948313261,-0.244849717,-0.676631556,-0.681607971,-0.330123319,-2.15424388,0.928607198,-0.497243146,-1.927063403,-1.145075844,-0.309754937,0.092441412,1.013055376,-0.344803593,-1.546993963,-1.684169162,1.226411863,1.053790474,0.278781683,-0.984888814,-0.345853712,0.5210605,-0.584802963,-0.180797918,1.27554834,-0.512573253,-0.77134608,0.11321666,-1.703385424,1.936983218,0.629887737,-0.87698186,-0.37900764,-0.7690502,-0.775886962,-0.828849388,-0.214412981,0.49979068,0.667531258,-0.988376453,0.357601219,-0.31847017,-1.126032042,-0.678257246,-0.599327432,-0.17308813,3.815226334,-0.363872144,-0.461092328,-0.735040751,-1.908572108,-0.391482219,-0.02489597,-1.223902878,0.493614974,-1.913741476,0.454219433,-1.077359527,-0.567905441,-1.084066392,-1.082784292,-0.780223598,-0.808346755,-1.026598857,-0.401297933,-0.836758204
George W Bush,73,0.69317977,-1.605459365,1.131881535,-2.078218858,-0.720464331,0.553785806,-0.814880207,-0.861276379,-0.293269167,-1.049596548,-0.288622122,-2.176590903,-0.39522662,-0.512422821,-2.586935925,-0.373015124,-0.165986716,-0.914531761,1.242463126,0.415873439,0.847055345,-0.830392337,-1.121348943,0.67355009,0.542523602,1.49086615,0.258456183,-1.173387975,-0.535594808,-0.026283927,-0.292390739,-1.435513455,-0.458357638,0.156616531,-0.655995434,-1.068009519,1.521120731,0.60237417,-1.33560476,0.703591789,-0.600071817,0.747390804,-0.707910351,-1.186554454,0.245859444,0.037004731,0.002721319,0.284852503,0.020084794,-0.454881153,-0.801536284,-0.603035488,-0.215315367,2.435331582,0.13158125,-0.147822763,-0.017857079,-0.795055464,-0.970900961,-0.47672748,-0.582792777,-1.023372798,-0.431796421,0.250400704,-0.522203135,-0.412060651,-0.952748963,-1.537587099,-0.936964541,0.861463866,-0.938815374,-0.207652448,-0.298629524
George W Bush,74,2.174632762,-2.137084935,1.585023724,-1.001468782,-1.322782189,-0.771976409,-1.008970919,-0.415122474,-0.358169031,-0.874022755,-1.378708979,-1.348943201,-0.843475028,0.40093502,-0.616461438,-1.666258073,-0.89333573,-1.361578079,1.36073056,-0.710929943,-1.312269112,-0.098165956,-0.729924758,0.656935695,1.90E-05,0.293407722,-0.23347801,-0.057738454,1.14151567,-1.428608066,0.406815732,1.712045596,-2.013333248,-1.503614906,0.391114404,-1.345427582,0.808011543,1.389289011,0.244116444,0.781450732,-0.600323341,0.610058127,-0.581884205,-1.041889244,0.289034047,0.58999152,-0.480393729,0.036190175,-0.146871213,-0.603599659,0.405533322,-0.26073386,-0.819540536,5.809089581,-0.52567335,-0.435445699,-0.443354708,-1.344842988,0.063384638,0.354219161,-1.102727271,-1.812393319,-0.580356104,-0.268857257,0.710206226,-0.922657617,-1.975802345,-1.039766893,-1.363185766,-0.028312568,-0.959819939,0.205762938,-1.110454504
George W Bush,75,1.665887324,-1.713817745,0.850137247,-0.833420896,-1.831924322,-0.673656652,-1.24191638,0.052530832,-0.436764138,-1.418166941,-0.972688248,-1.57694157,-0.610944323,1.363393785,-1.371816321,-1.449818973,-0.314135728,-0.749549168,0.842719518,-0.011751921,-1.349542291,-0.058351022,-1.150140753,-0.842133266,0.426200157,0.327568336,0.110022333,-0.071887635,1.303108112,-0.851220503,0.250699805,0.46983978,-0.729664456,-0.091810814,-0.466992736,-1.552783274,0.94320564,0.646579471,0.887878387,-0.075101994,-0.196975072,-0.222560249,-0.862694477,-0.561903759,0.536587607,0.53859137,-0.42679839,0.180683187,-0.412277716,-0.892283639,0.433916014,-0.315238733,-0.886104394,2.898946742,-0.362489392,0.276801755,-0.475542703,-1.141111135,-0.181924716,0.54579216,-1.532057193,-0.676808446,-0.608160499,-0.068375495,0.136703586,0.481925572,-1.142947958,-0.45181762,-0.553181122,0.704840894,-0.602977871,0.338296997,-0.580877911
George W Bush,76,1.398600333,-1.505130744,1.868354329,-1.642724422,-1.562347821,-1.399823186,-2.131359026,-0.293504688,0.858862393,-1.2332353,-0.854607202,-2.329066443,-1.368002992,0.37355151,0.139730548,-1.301290759,-0.538697804,-1.002598726,1.127455121,-0.276968593,-1.04617117,-0.858608868,-0.069901694,0.802549398,0.480159977,0.103417608,0.464125945,-0.566743793,1.75643995,-1.777656053,0.083882815,1.50700775,-0.96402883,-1.268993143,-0.424425436,-1.048244856,0.516917285,0.174131664,0.703267317,0.736768912,-0.546959587,0.106676699,-0.217406845,-1.377119498,1.270998401,0.161495003,-0.00756759,0.061512272,0.241259153,-0.034342465,0.489020503,-0.223268647,-0.985301808,1.857085238,-0.123984067,-0.21857642,-0.736178,-1.633834714,0.2287394,-0.114007437,-1.349799125,-1.485958954,-0.355052601,1.881653795,0.152116799,-0.30014236,-1.378571875,-2.116744889,-1.186293892,-0.005025813,-1.209615848,0.334077512,-1.259258255
George W Bush,77,2.3042785,-1.913117369,1.014005269,-1.719053526,-1.657196276,-0.70179577,-1.205189936,-0.521684888,0.570760883,-0.978010745,-0.533116325,-2.019831302,-1.047453108,0.536255295,-0.269915031,-1.099478165,-0.771168182,-0.8877476,0.734473611,-0.35938113,-1.140758692,-0.229439638,-0.582158952,-0.607952619,0.10701291,-0.261798203,0.198724846,0.719551826,0.629475669,-1.083496418,0.086034403,1.430560932,-1.53081182,-1.429316743,-0.463995428,-1.875940213,-0.033209147,0.163568797,0.055063325,0.408400713,-0.658915908,0.330698509,-0.494736609,-1.842713098,0.610313491,0.232545648,-0.787816521,0.187314551,0.29968549,-0.498609411,0.529466516,-0.409097307,-0.982063145,2.738460395,-0.664164902,-0.20146032,-0.494577928,-1.335953025,-0.501506486,-0.538260762,-0.84812793,-2.217738775,-0.411726802,-0.537732538,-0.377721071,-0.376910039,-1.648499758,-3.346928835,-0.897507581,0.155539357,-0.6696448,0.61758716,-1.247943115
George W Bush,78,1.951807307,-1.7740939,1.767502029,-2.239108032,-1.205251767,-0.098072695,-1.176313698,-0.973420573,-0.042601379,-1.246145911,-0.959801686,-0.247923597,-0.651480329,1.115658425,-0.683517864,-1.056663231,-1.019862116,-1.756652285,1.50552944,-0.885554835,-2.246816015,-0.700696717,-0.443943546,-0.381062503,0.167889108,1.065589928,0.256777789,-1.309231519,0.561640452,-1.452475882,-0.132600348,1.729725112,-0.717836059,-0.93003886,0.089238673,-2.574798824,0.989224053,1.565677437,-0.126959561,0.124410376,-0.989019075,-0.7580487,-0.066944184,-1.143172251,0.3434356,0.509494159,-0.761071776,0.059123409,-0.460509551,-0.728939598,0.145924931,-0.08623596,-0.919696004,3.886812006,0.376772542,-0.617039214,-0.627501248,-1.544593072,0.003765104,-0.529987539,-1.021400209,-1.156754042,-0.782664834,-0.124313618,-0.519991193,-0.83570424,-1.755377856,-0.360920856,-1.408100778,-0.116306998,-0.819504741,0.268543942,-0.906148666
George W Bush,79,1.77171516,-2.410944356,1.191363257,-2.452217822,-1.300958964,-0.74635011,-1.500090707,-0.255542452,-0.233005907,-1.188693802,-0.980953116,0.257050964,-0.415674091,1.173149459,-0.904026371,-1.190422402,-0.423676601,-1.602297663,1.688733725,-0.484004714,-1.387914295,-1.0738603,-0.335578471,0.155534263,-0.289850249,1.309056752,-0.072972242,-1.62248101,0.177734633,-0.788874888,0.416981659,-0.764910226,-0.551722011,-0.436383303,0.448310633,-1.862858368,-0.540557645,1.989844043,0.272322352,0.597013644,-0.986627236,0.254317651,-0.717022941,-0.776354076,0.84788634,-0.113593642,0.285896324,-0.010730204,0.28644802,-0.618573912,-0.143036276,-0.248844558,-0.957342367,3.50183883,-0.074873863,0.148583801,-1.151843552,-0.989996546,-0.30574495,0.108115217,-1.444671387,-1.593427802,-0.627453575,0.161553115,1.347080331,-0.753627426,-1.892476437,-1.086367028,-0.992414977,-0.139962679,-0.796987634,1.019017287,-0.801554718
George W Bush,80,1.897589921,-1.730746895,1.373024612,-1.8141592,-1.339614303,-0.483264982,-1.582751178,-0.485104867,-0.775624681,-1.207354269,-0.507555274,-0.739471598,-0.497815819,1.239949151,-1.479478643,-1.912404245,-0.206523941,-1.724844191,1.87741677,0.13899253,-0.545659311,-0.480885234,-0.646686127,0.509842573,-0.816363593,0.596395337,-0.539393832,-0.515882048,0.183246731,-0.957715089,0.248842684,1.060627313,-0.955898902,-0.593554122,0.277444316,-2.186401547,-0.476648311,1.801560555,-0.563307451,0.921131358,-0.677578328,-0.293731476,-1.290762905,-0.675668679,1.566231276,0.08913236,-0.277537245,0.319164038,0.534988745,0.373164948,-0.075396624,-0.055062654,-0.061618962,5.890262567,-0.572734303,-0.279028477,-1.337842783,-1.506975282,-0.792614001,-0.986252335,-1.306536814,-0.048836812,-1.576824355,-1.529413649,0.879127292,-1.497933841,-2.180028029,0.40761232,-1.583115259,0.463009795,-0.955270122,0.879867722,-0.623647845
George W Bush,81,2.48269563,-1.939513469,1.404308842,-1.44035394,-1.266559197,-0.825402037,-1.351453847,-0.308075581,0.149437422,-0.578009417,-1.315934984,0.044686996,-0.625582102,0.654015829,-0.301837262,-1.467643987,-0.916546221,-0.354272417,0.386811846,-0.361913193,-0.776632708,-0.97425299,-0.684981849,0.961188169,0.676453837,0.569487771,-0.133017417,-0.014943914,1.179345137,-1.225561013,0.101066328,1.000930674,-1.461988235,-0.947696216,0.378663761,-2.507318583,0.929992744,-0.234190372,0.421637214,0.339384308,-0.871437549,-0.921660194,-0.211898237,-0.750614466,0.744352358,0.995648572,-0.711101659,0.057389238,-0.485985504,-0.385377345,0.037082465,-0.202970033,-0.790729963,2.690695368,-0.429004964,-0.493219797,-0.426374918,-2.120017867,-0.070126788,0.118056953,-1.615281146,-0.750138267,-0.050821451,0.74373351,-0.699163068,-0.209482722,-1.797633862,-1.567844526,-0.507836464,-0.034043774,-0.979079338,0.769259773,-1.006629196
George W Bush,82,1.134395219,-1.281533854,1.087467052,-1.802675789,-1.356799468,-0.916633868,-1.647401843,0.025117334,-0.411955718,-1.106745268,-1.365440568,0.373902221,-1.240848687,0.463639027,-0.348582391,-1.277566155,-0.711969205,1.17211929,-1.434530023,-1.136418225,-0.173468928,1.081353666,-0.718284399,-0.795343883,0.895753388,0.437497181,0.719364003,-0.122264033,0.704188178,-0.774860976,-0.034014068,0.291352693,-1.409636986,-1.503974373,0.42831901,-1.873013254,1.255893352,-0.506843377,1.13696149,-0.016619028,-0.057037976,0.10512638,-0.383388528,-0.7879126,0.030580991,0.399147323,-0.442965071,0.138661883,-0.03752096,-1.744049257,-0.369267742,0.163478863,-0.401814327,1.181414894,0.380480139,-0.016941616,-0.642504196,-1.271513448,0.237525958,0.59021474,-1.452082699,-1.666900402,0.150332732,1.521088388,0.344746199,1.077390779,-1.695295045,-1.840467056,0.525079476,0.25841884,-1.20189175,0.319035933,-0.592443402
George W Bush,83,1.942173929,-1.722720307,1.981421232,-1.794033738,-1.664658152,-1.544853392,-1.594536868,-0.32582092,0.488757675,-1.304810768,-1.376981323,0.180816522,-1.483695207,1.78013684,-0.900980915,-1.654264848,-0.623867875,-0.334785576,0.216564804,-0.371512072,-0.949269179,-0.976440292,-0.443690315,0.35927446,0.005159081,0.104280821,0.311990128,0.128472712,1.14455163,-1.588313458,0.203867644,1.311771319,-1.537142181,-1.563564027,-0.252646213,-1.243302582,1.2672231,0.060925348,1.080291831,0.575713923,-1.095264298,-0.225124581,-0.557449975,-0.361890837,0.711470968,0.319713307,-0.198888615,-0.172052358,0.151748142,-0.732202157,0.672973137,-0.065284913,-0.5244606,4.650073832,-0.138675196,0.101223769,-0.512141406,-1.89827334,0.324759452,-0.160651938,-1.698422609,-1.285482074,-0.130951933,-0.178017151,-0.52948372,0.099181822,-1.722029202,-1.495122719,-0.620520226,-0.461565158,-1.254984294,0.572341715,-1.50278805
George W Bush,84,1.400320592,-1.793383938,2.08382308,-2.079234095,-2.115849291,-1.451400281,-1.603946697,-0.507558719,0.397657763,-1.833794338,-0.985099899,-0.036416917,-0.620875033,2.070309372,-1.23146309,-1.962767541,-0.633697194,-0.431915666,0.1973407,-0.852895871,-1.478112247,-1.259869057,-0.244900831,0.163842947,0.153617259,-0.174773312,0.463990257,-0.535261218,1.32887943,-1.771915287,0.042643684,1.965968743,-1.095601228,-1.60517183,-0.36928333,-0.507582296,0.382152168,1.081571769,0.950758373,0.545208177,-1.315589142,-0.535550881,-0.674082394,-0.577489287,0.862187081,0.718851081,-0.256752203,-0.298507636,-0.498795496,-0.990976759,0.621346289,0.198304072,-0.898662537,3.906842194,0.478262091,0.036110871,-0.583046997,-1.952357811,0.375837801,0.195101475,-1.477154104,-0.953475784,-0.599656882,0.510669648,-1.000304623,-0.482187896,-1.345026595,-0.834015677,-0.53916793,-0.762391681,-1.050736243,0.677821673,-0.911996061
George W Bush,85,1.988378943,-1.195070921,0.598662099,-1.948503181,-0.929228149,-0.847638106,-1.268602778,-0.125268509,-0.450280695,-0.785910916,-1.083084496,0.081760788,-0.594082158,0.240293571,-0.932774239,-0.949834709,-0.663958808,-0.879367277,0.637082256,-0.097259636,-0.433770856,0.630455321,-1.175119833,-0.638838027,0.762372259,1.022613678,-0.510016852,-1.65769173,0.654563222,-0.178388603,0.171981503,0.236783508,-0.415551454,-0.390106867,0.392397499,-2.723195861,2.005757131,0.839325613,0.371574344,0.439648489,-0.513036567,-0.966249346,-0.319424939,0.004004685,0.467873078,0.394467701,-0.202272376,0.131020909,-0.003807482,-0.244739665,-0.305412256,0.000249324,-0.623999581,3.362042997,-0.658451043,-0.895676039,-0.885109044,-1.654631345,-0.009534085,0.855552715,-1.599221071,-1.553558017,-0.854180709,-0.97311269,0.499065753,0.360248688,-2.251411141,-0.682123995,-1.062477542,0.604699429,-0.77175686,0.368157034,-1.245948146
George W Bush,86,1.739902254,-1.450350037,1.291507318,-2.531690689,-1.145448707,-1.166083409,-0.692300727,-0.55776502,-0.686310851,-1.121230032,-0.799391091,0.286121068,-0.63747418,0.697118535,-0.146081618,-1.413374193,-0.633345315,-1.475010493,1.519116,-0.609618412,-1.014341852,-0.538158571,-0.072310833,0.59824801,-0.232697165,0.462263401,-0.651955551,-0.551818326,0.815553239,-2.01311059,0.145012749,1.300461993,-0.574564073,-0.738867334,1.12743287,-2.115068994,0.244915948,1.448045003,0.396798079,0.644492709,-1.258570127,-1.479170079,-0.537037646,-0.098984581,0.31771959,0.171330392,-0.204319279,0.06536769,0.011530088,-1.046000766,0.654494894,-0.18951137,-0.702108558,5.671867943,-0.472093684,-0.439837958,-1.24010301,-1.448182336,-0.123610792,-0.959074971,-1.521495465,-0.08510738,-0.144281879,-1.064535592,0.27354275,-1.158686191,-1.969344085,0.282267778,-1.199754708,-0.43943254,-1.207198222,0.098534255,-0.729125538
George W Bush,87,1.566278515,-1.702418883,1.271559554,-0.156067812,-2.073659166,-1.324998221,-1.028413514,-0.111378631,0.090048332,-0.895883084,-1.127216593,0.28733362,-0.717738415,1.244478875,-0.794382905,-1.587266933,-0.8656655,-0.276762502,0.190564971,-1.751650436,-0.791220986,-1.165689471,-0.357309792,1.069037127,0.536325024,0.161132284,-0.225031275,-0.17043598,1.967931221,-1.314553038,0.158864905,0.881936169,-0.255478348,-1.28213407,0.563330413,-1.714418712,0.647857938,0.194052072,1.075083266,0.489434752,0.103843172,-0.448113134,0.604432699,-0.456018986,-0.447324867,0.176883888,-0.409615338,-0.085498733,0.1125005,-1.8892246,0.665280673,-0.237490874,-1.326121085,5.863208468,-0.566869292,-0.350193595,-0.519461494,-2.09864942,-0.136497443,0.417497902,-0.995415542,-1.550987894,0.136127314,-1.954370158,1.088789319,-0.156259114,-1.536243927,-0.485915877,-0.355115714,-0.168702569,-0.964646606,0.468055963,-0.731402086
George W Bush,88,1.888143071,-1.693618781,0.933579043,-1.76373985,-1.057903787,-0.206572084,-1.532954324,-0.772343621,-0.578104239,-0.729134511,-0.923527329,-0.175151343,-1.176677778,1.65666308,-0.984572534,-1.126405877,-0.943252124,-1.225825703,1.104855952,-1.222828871,-1.324281253,-1.401349712,-0.217732885,1.070093893,-0.827344314,0.619447574,-0.336406739,-1.083549726,0.4041524,-0.637513323,-0.036590727,-0.419711027,-0.511907798,-0.714797111,0.711743693,-2.059623694,1.192570845,0.956458733,-0.387530602,0.462621941,-1.133321954,-1.548779029,0.511810719,-0.749641056,0.061077359,0.861293782,-0.674099305,0.020365549,-0.30688353,-0.997785135,0.638842534,-0.453594657,-0.514854781,2.752073776,-0.088469006,-0.413373773,-0.766608584,-1.407808724,-0.756881019,-1.072517618,-1.211019737,-3.569035948,-0.589349483,-1.166272709,0.204386731,-1.317573608,-1.798484861,-3.81177149,-0.998432448,-0.737565157,-0.849713142,0.395164054,-0.967248118
George W Bush,89,1.441997273,-1.164444763,1.099461819,-1.987772969,-1.68217286,-0.269332807,-0.708002828,-1.124317987,-0.347288362,-0.781964387,-1.155045374,-0.824222622,-1.334066955,1.912092763,-1.110000652,-1.117148874,-0.97299566,-1.089319338,0.930931282,-0.636010376,-0.931841219,-1.186919829,0.41871138,0.625285313,-0.606877575,0.524403632,-0.447772747,-0.940467057,0.188777612,-1.375488631,0.214389995,0.585998579,-0.413294754,-0.90641189,0.965029031,-2.185502143,1.159863202,1.799828858,-0.52288188,0.380199685,-1.533754382,0.969383337,-1.192721992,-1.022135999,1.030230231,0.668517255,-0.321969586,-0.080156475,-0.388774436,-1.030709506,0.162857306,-0.481895329,-0.535798145,2.267626539,0.37678857,0.085027305,-0.588066652,-1.716480828,-0.576767552,-1.029391472,-1.711493075,-2.496480006,-1.037231521,0.245171833,0.810232407,-1.759582695,-1.76004077,-2.639342327,-1.003342466,1.055028857,-0.815125153,0.935741683,-0.515261461
